videoId,title,description,publishedAt
YEJrztsGw_g,【ひろゆき】あれ、もう春来てる？ Royal Clubを呑みながら 2019/02/28,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-02-27T20:39:40Z
BVEiqybfxig,【ひろゆき】冬将軍強くね？温暖化どこいったの？ PARISIS NOËLを呑みつつ 2019/01/26,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-01-26T15:35:20Z
GQ7DUEQ7oGA,【ひろゆき】国によって正義って違うよね。La Parisienne Blonde PALE ALEを飲みつつ 2019/01/12,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-01-12T07:51:53Z
3e8bxH8j8VE,【ひろゆき】起業するならコンビニは避けたほうが、、、 Delirium Tremens を呑みながら 2019/03/10,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-03-10T07:38:34Z
-JpFCVWSzgU,【ひろゆき】真実は耳が痛い？　Maredsous Blondeを呑みながら 2019/03/29,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-03-29T17:07:16Z
5Ijhv1cLbZI,【ひろゆき】天気が良いと気分もよい？ Tête de Muleを呑みながら 2019/02/13,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-02-12T17:55:02Z
hIJFSQQYp-U,【ひろゆき】遅刻の必要ない人生なんてね。Lagunitas  IPAを呑みつつ。2019/01/15,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-01-14T19:02:13Z
fdS4wOzztiw,【ひろゆき】日本酒は鮮度が大事ですよ。  獺祭を呑みながら 2019/02/11,お酒を飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-02-11T00:17:06Z
4QpqqhmzYww,【ひろゆき】最近、正直って損なの？  獺祭を呑みながら 2019/02/10,お酒を飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-02-10T03:08:40Z
ZUnrx3cVR8w,【ひろゆき】酒は百薬の長って最近言わないよね。 CUBANISTOを呑みながら2019/02/02,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-02-02T02:11:11Z
MCOyUR4fbx8,【ひろゆき】無能な味方は敵より厄介。　Asahi Gran Mildを呑みながら 2019/03/22,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-03-21T17:12:16Z
rUkJaZ_VS2Y,【ひろゆき】被害者がいない事件を騒ぐのは暇だから？　Camden Hells Lagerを呑みながら 2019/03/16,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-03-16T01:31:09Z
bIxvYhk0Jt8,【ひろゆき】雑談しませう。 La Trappe Quadrupel を呑みながら。2019/01/13,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。 前回、エラーが多かったので、修正確認のテスト放送だったりし ...,2019-01-13T16:49:31Z
5UWGDCjzaFA,【ひろゆき】簡単なことを難しく考える人いるよね。Bottoms Up Ginger Beerを呑みながら 2019/02/25,ビールを飲みながらのしょうもない雑談です。 働かなくていい人と、働いてない人向けだと思ってください。,2019-02-24T20:46:23Z
C87p5gOlup0,【ひろゆき】まだ正月気分ですがなにか？ Tripel Karmelietを飲みつつ 2019/01/10,ビールを飲みながらのしょうもない雑談です。,2019-01-09T18:31:16Z
